Source_Category,Source_Node,Target_Category,Target_Node,Topological_Score,Cooccurrence_Score,Bridge_Bonus,Predicted_Link_Strength
Material,conductive-filler-composites,Application,flexible-electronics,1,-0.2,1.0,3.0
Material,metals,Application,reconfigurable-systems--modular-robotics,1,-0.447,1.0,3.0
Phenomenon,habituation--sensory-adaptation,Method,evaporation-driven-assembly,1,1.0,0.0,3.0
Phenomenon,habituation--sensory-adaptation,Method,molecular-dynamics-md,1,1.0,0.0,3.0
Phenomenon,enhanced-physical-properties,Method,x-ray-techniques,1,1.0,0.0,3.0
Phenomenon,quantum-coherent-effects,Method,x-ray-techniques,1,1.0,0.0,3.0
Phenomenon,biomimetic-compartments,Method,dissipative-particle-dynamics-dpd,1,1.0,0.0,3.0
Phenomenon,velocity-fields,Material,nematic-lcs,1,1.0,0.0,3.0
Phenomenon,stimuli-responsive-property-switching,Application,biosensing,1,1.0,0.0,3.0
Phenomenon,velocity-fields,Material,granular-media,1,1.0,0.0,3.0
Phenomenon,bioelectricity,Material,aqueous-electrolytes,1,1.0,0.0,3.0
Material,metals,Application,nanotechnology--micro-assembly,1,-0.447,1.0,3.0
Material,chiral-nematic-lcs,Application,structural-health-monitoring,1,0.0,1.0,3.0
Material,fe3o4-nanoparticles,Application,reconfigurable-systems--modular-robotics,1,-0.31,1.0,3.0
Material,fe3o4-nanoparticles,Application,nanotechnology--micro-assembly,1,-0.31,1.0,3.0
Material,lce-metamaterial-composites,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,lce-metamaterial-composites,Application,materials-discovery--design,1,0.0,1.0,3.0
Material,phase-change-composites,Application,reconfigurable-systems--modular-robotics,1,-0.316,1.0,3.0
Material,phase-change-composites,Application,microrobotics,1,-0.5,1.0,3.0
Material,phase-change-composites,Application,unconventional--physical-computing,1,-0.316,1.0,3.0
Phenomenon,surface-topography-patterning,Method,dissipative-particle-dynamics-dpd,1,1.0,0.0,3.0
Material,btf-interface,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,metals,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,lce-metamaterial-composites,Application,unconventional--physical-computing,1,0.0,1.0,3.0
Phenomenon,surface-topography-patterning,Method,capillarity-assisted-particle-assembly,1,1.0,0.0,3.0
Material,mechanical-metamaterials,Application,materials-discovery--design,1,0.0,1.0,3.0
Material,other-nanoparticles,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,fe3o4-nanoparticles,Application,unconventional--physical-computing,1,-0.31,1.0,3.0
Material,other-nanoparticles,Application,soft-robotics,1,-0.201,1.0,3.0
Material,mechanical-metamaterials,Application,microrobotics,1,-0.112,1.0,3.0
Material,nanowires,Application,nanotechnology--micro-assembly,1,0.0,1.0,3.0
Material,lce-metamaterial-composites,Application,reconfigurable-systems--modular-robotics,1,0.0,1.0,3.0
Material,lce-metamaterial-composites,Application,microrobotics,1,0.0,1.0,3.0
Material,nematic-lcs,Application,unconventional--physical-computing,1,-0.2,1.0,3.0
Material,lipid-bilayers,Application,bioengineering--biomedical-devices,1,0.0,1.0,3.0
Material,nematic-lcs,Application,soft-robotics,1,-0.31,1.0,3.0
Mechanism,cellular-tissue-plasticity,Application,self-healing-materials-applications,1,1.0,0.0,3.0
Mechanism,immune-system-adaptation,Application,unconventional--physical-computing,1,1.0,0.0,3.0
Material,lipid-bilayers,Application,lab-on-a-chip--microfluidics-applications,1,0.0,1.0,3.0
Material,phase-change-composites,Application,soft-robotics,1,-0.49,1.0,3.0
Material,magneto-elastic-composites,Application,microrobotics,1,-0.707,1.0,3.0
Phenomenon,acoustic-response,Material,aqueous-electrolytes,1,1.0,0.0,3.0
Phenomenon,acoustic-response,Material,wave-propagation-media,1,1.0,0.0,3.0
Material,piezoresistive-composites,Application,neuromorphic-computing--hardware,1,-0.201,1.0,3.0
Material,pnipam-networks-in-ionic-liquid,Application,reconfigurable-systems--modular-robotics,1,-0.316,1.0,3.0
Material,pnipam-networks-in-ionic-liquid,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,ion-exchange-polymer-nafion,Application,biosensing,1,-0.31,1.0,3.0
Material,ion-exchange-polymer-nafion,Application,neural-interfaces,1,0.0,1.0,3.0
Material,elastomers-general,Application,microrobotics,1,-0.853,1.0,3.0
Material,conductive-polymers,Application,structural-health-monitoring,1,-0.201,1.0,3.0
Phenomenon,self-amputation,Method,polymer-synthesis-processing,1,1.0,0.0,3.0
Mechanism,physical-structural-memory-mechanisms,Application,data-storage,1,1.0,0.0,3.0
Phenomenon,enhanced-physical-properties,Application,bioelectronics,1,1.0,0.0,3.0
Phenomenon,enhanced-physical-properties,Application,flexible-electronics,1,1.0,0.0,3.0
Method,soft-lithography,Application,flexible-electronics,1,1.0,0.0,3.0
Material,iontronic-devices,Application,neural-interfaces,1,0.0,1.0,3.0
Method,drop-casting,Application,flexible-electronics,1,1.0,0.0,3.0
Material,aqueous-electrolytes,Application,neural-interfaces,1,0.0,1.0,3.0
Phenomenon,self-amputation,Method,molecular-dynamics-md,1,1.0,0.0,3.0
Material,aqueous-electrolytes,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,chiral-nematic-lcs,Application,biosensing,1,0.0,1.0,3.0
Material,artificial-chemistries,Application,artificial-cells--protocells,1,0.0,1.0,3.0
Theory,continuum-mechanics,Phenomenon,periodic-pattern-formation,1,1.0,0.0,3.0
Theory,magnetic-field-theory,Phenomenon,surface-topography-patterning,1,1.0,0.0,3.0
Theory,magnetic-field-theory,Phenomenon,self-amputation,1,1.0,0.0,3.0
Material,chemical-fuel,Application,microrobotics,1,-0.316,1.0,3.0
Material,elastomers-general,Application,reconfigurable-systems--modular-robotics,1,-0.539,1.0,3.0
Material,elastomers-general,Application,active-matter-research--control,1,0.0,1.0,3.0
Phenomenon,thermodynamic-uncertainty-relations-results,Material,granular-media,1,1.0,0.0,3.0
Material,btf-interface,Application,energy-harvesting,1,0.0,1.0,3.0
Material,silicon-si-and-porous-silicon-psi,Application,neural-interfaces,1,0.0,1.0,3.0
Material,nematic-lcs,Application,structural-health-monitoring,1,-0.424,1.0,3.0
Material,artificial-chemistries,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,emulsion-droplets,Application,lab-on-a-chip--microfluidics-applications,1,0.0,1.0,3.0
Material,wave-propagation-media,Application,active-matter-research--control,1,0.0,1.0,3.0
Material,ferrofluids,Application,microrobotics,1,-0.112,1.0,3.0
Phenomenon,self-amputation,Method,evaporation-driven-assembly,1,1.0,0.0,3.0
Phenomenon,bio-inspired-actuation,Method,external-field-control,1,0.984,0.0,2.984
Phenomenon,stimuli-responsive-property-switching,Method,thermal-stimuli-control,1,0.98,0.0,2.98
Phenomenon,stimuli-responsive-property-switching,Method,mechanical-input-control,1,0.98,0.0,2.98
Phenomenon,ness-states,Method,statistical-analysis,1,0.92,0.0,2.92
Phenomenon,stimuli-responsive-property-switching,Method,electrical-measurements,1,0.898,0.0,2.898
Phenomenon,stimuli-responsive-property-switching,Method,external-field-control,1,0.898,0.0,2.898
Method,electrical-measurements,Application,biosensing,1,0.898,0.0,2.898
Phenomenon,stimuli-responsive-property-switching,Method,mechanical-testing,1,0.898,0.0,2.898
Theory,physical-intelligence-pi,Phenomenon,classification--regression-performance,1,0.885,0.0,2.885
Phenomenon,associative-memory--pattern-completion,Method,electrical-measurements,1,0.885,0.0,2.885
Mechanism,physical-embodied-computation,Phenomenon,unusual-mechanical-properties,1,0.88,0.0,2.88
Phenomenon,classification--regression-performance,Material,phase-change-composites,1,0.88,0.0,2.88
Mechanism,driven-by-thermodynamic-statistical-principles,Phenomenon,information-thermodynamics-effects,1,0.88,0.0,2.88
Mechanism,reservoir-computing,Application,soft-robotics,1,0.876,0.0,2.876
Mechanism,collective-swarm-computation,Material,other-nanoparticles,1,0.874,0.0,2.874
Theory,active-inference-fep,Material,silicon-si-and-porous-silicon-psi,1,0.87,0.0,2.87
Theory,active-inference-fep,Material,nanowires,1,0.864,0.0,2.864
Theory,quantum-mechanics,Phenomenon,reaction-diffusion-systems,1,0.864,0.0,2.864
Mechanism,optical-transduction,Application,soft-robotics,1,0.857,0.0,2.857
Phenomenon,synaptic-plasticity-emulation,Method,thermal-analysis-dsc,1,0.853,0.0,2.853
Theory,physical-intelligence-pi,Material,piezoresistive-composites,1,0.85,0.0,2.85
Mechanism,mechanical-transduction,Phenomenon,unusual-mechanical-properties,1,0.84,0.0,2.84
Phenomenon,manipulation-grasping-transport-release,Material,hydrogels-general,1,0.84,0.0,2.84
Mechanism,optical-transduction,Application,microrobotics,1,0.84,0.0,2.84
Mechanism,phase-conformation-memory,Application,microrobotics,1,0.84,0.0,2.84
Phenomenon,classification--regression-performance,Material,fe3o4-nanoparticles,1,0.826,0.0,2.826
Phenomenon,stimuli-responsive-property-switching,Application,drug-delivery,1,0.822,0.0,2.822
Theory,continuum-mechanics,Material,fe3o4-nanoparticles,1,0.822,0.0,2.822
Phenomenon,periodic-pattern-formation,Material,fe3o4-nanoparticles,1,0.822,0.0,2.822
Phenomenon,autonomous-self-propulsion,Method,external-field-control,1,0.82,0.0,2.82
Theory,physical-intelligence-pi,Material,microcapsule-composites,1,0.81,0.0,2.81
Phenomenon,magnetoreception,Method,spectroscopy,1,0.804,0.0,2.804
Mechanism,driven-by-physical-forces-dynamics,Phenomenon,reaction-diffusion-systems,1,0.794,0.0,2.794
Theory,continuum-mechanics,Material,phase-change-composites,1,0.783,0.0,2.783
Method,mechanical-input-control,Application,structural-health-monitoring,1,0.783,0.0,2.783
Theory,continuum-mechanics,Material,pnipam-networks-in-ionic-liquid,1,0.783,0.0,2.783
Phenomenon,scale-free-dynamics--criticality,Material,pnipam-networks-in-ionic-liquid,1,0.783,0.0,2.783
Theory,physical-intelligence-pi,Material,pnipam-networks-in-ionic-liquid,1,0.783,0.0,2.783
Mechanism,irreversible-state-change-memory,Application,drug-delivery,1,0.783,0.0,2.783
Theory,magnetic-field-theory,Method,3d-printing-additive-manufacturing,1,0.775,0.0,2.775
Method,composite-fabrication,Application,flexible-electronics,1,0.775,0.0,2.775
Method,backpropagation-and-training,Material,silicon-si-and-porous-silicon-psi,1,0.775,0.0,2.775
Phenomenon,stimuli-responsive-property-switching,Method,molecular-dynamics-md,1,0.775,0.0,2.775
Phenomenon,stimuli-responsive-property-switching,Method,soft-lithography,1,0.775,0.0,2.775
Phenomenon,stimuli-responsive-property-switching,Method,polymer-synthesis-processing,1,0.775,0.0,2.775
Method,3d-printing-additive-manufacturing,Application,flexible-electronics,1,0.775,0.0,2.775
Method,polymer-synthesis-processing,Application,soft-robotics,1,0.775,0.0,2.775
Method,thermomechanical-programming,Application,soft-robotics,1,0.775,0.0,2.775
Phenomenon,damage-self-reporting,Method,capillarity-assisted-particle-assembly,1,0.775,0.0,2.775
Phenomenon,damage-self-reporting,Method,polymer-synthesis-processing,1,0.775,0.0,2.775
Phenomenon,defect-pattern-formation,Material,aqueous-electrolytes,1,0.775,0.0,2.775
Phenomenon,velocity-fields,Material,fe3o4-nanoparticles,1,0.775,0.0,2.775
Phenomenon,defect-pattern-formation,Material,wave-propagation-media,1,0.775,0.0,2.775
Method,polymer-synthesis-processing,Application,biosensing,1,0.775,0.0,2.775
Phenomenon,ness-states,Material,chemical-fuel,1,0.775,0.0,2.775
Phenomenon,self-amputation,Method,3d-printing-additive-manufacturing,1,0.775,0.0,2.775
Phenomenon,stimuli-responsive-property-switching,Method,evaporation-driven-assembly,1,0.775,0.0,2.775
Phenomenon,bioelectricity,Material,silicon-si-and-porous-silicon-psi,1,0.775,0.0,2.775
Phenomenon,statistical-inference-computations,Material,silicon-si-and-porous-silicon-psi,1,0.775,0.0,2.775
Theory,assembly-theory-at,Phenomenon,reaction-diffusion-systems,1,0.763,0.0,2.763
Phenomenon,classification--regression-performance,Material,microcapsule-composites,1,0.75,0.0,2.75
Theory,active-inference-fep,Material,memristors,1,0.747,0.0,2.747
Method,chemical-stimuli-control,Material,microcapsule-composites,1,0.746,0.0,2.746
Theory,thermodynamic-uncertainty-relations,Material,living-cells-and-tissues,1,0.746,0.0,2.746
Mechanism,driven-by-biological-processes,Application,microrobotics,1,0.746,0.0,2.746
Phenomenon,clustering--aggregation--phase-separation,Method,colloidal-synthesis-assembly,1,0.73,0.0,2.73
Phenomenon,autonomous-self-propulsion,Method,3d-printing-additive-manufacturing,1,0.73,0.0,2.73
Phenomenon,clustering--aggregation--phase-separation,Method,chemical-pathway-network-modeling,1,0.73,0.0,2.73
Phenomenon,clustering--aggregation--phase-separation,Method,dna-directed-assembly,1,0.73,0.0,2.73
Phenomenon,photosynthesis,Method,quantum-simulation,1,0.707,0.0,2.707
Phenomenon,photosynthesis,Method,thermal-analysis-dsc,1,0.707,0.0,2.707
Phenomenon,self-amputation,Method,particle-cell-tracking-analysis,1,0.707,0.0,2.707
Method,soft-lithography,Application,drug-delivery,1,0.707,0.0,2.707
Phenomenon,manipulation-grasping-transport-release,Material,magneto-elastic-composites,1,0.707,0.0,2.707
Phenomenon,associative-memory--pattern-completion,Material,conductive-filler-composites,1,0.707,0.0,2.707
Phenomenon,bio-inspired-actuation,Application,bioelectronics,1,0.707,0.0,2.707
Phenomenon,autonomous-self-propulsion,Method,discrete-element-method-dem,1,0.707,0.0,2.707
Phenomenon,autonomous-self-propulsion,Method,dissipative-particle-dynamics-dpd,1,0.707,0.0,2.707
Theory,continuum-mechanics,Material,nematic-lcs,1,0.707,0.0,2.707
Theory,magnetic-field-theory,Method,particle-cell-tracking-analysis,1,0.707,0.0,2.707
Theory,magnetic-field-theory,Phenomenon,bio-inspired-actuation,1,0.707,0.0,2.707
Phenomenon,velocity-fields,Material,other-nanoparticles,1,0.707,0.0,2.707
Phenomenon,biomimetic-compartments,Application,drug-delivery,1,0.707,0.0,2.707
Phenomenon,manipulation-grasping-transport-release,Material,metals,1,0.707,0.0,2.707
Phenomenon,periodic-pattern-formation,Material,molecular-force-fields,1,0.707,0.0,2.707
Phenomenon,periodic-pattern-formation,Material,quantum-dots,1,0.707,0.0,2.707
Method,polymer-synthesis-processing,Application,drug-delivery,1,0.707,0.0,2.707
Phenomenon,bio-inspired-actuation,Method,soft-lithography,1,0.707,0.0,2.707
Phenomenon,autonomous-self-propulsion,Method,polymer-synthesis-processing,1,0.707,0.0,2.707
Phenomenon,autonomous-self-propulsion,Method,evaporation-driven-assembly,1,0.707,0.0,2.707
Phenomenon,autonomous-self-propulsion,Method,capillarity-assisted-particle-assembly,1,0.707,0.0,2.707
Phenomenon,periodic-pattern-formation,Material,granular-media,1,0.707,0.0,2.707
Phenomenon,collective-motion--phase-behavior,Method,evaporation-driven-assembly,1,0.707,0.0,2.707
Phenomenon,clustering--aggregation--phase-separation,Method,bcp-phase-separation,1,0.707,0.0,2.707
Phenomenon,periodic-pattern-formation,Material,organic-solvents,1,0.707,0.0,2.707
Phenomenon,bio-inspired-actuation,Method,polymer-synthesis-processing,1,0.707,0.0,2.707
Phenomenon,chemotaxis--taxis-behaviors,Material,metals,1,0.707,0.0,2.707
Method,capillarity-assisted-particle-assembly,Application,structural-health-monitoring,1,0.707,0.0,2.707
Phenomenon,associative-memory--pattern-completion,Method,backpropagation-and-training,1,0.707,0.0,2.707
Phenomenon,collective-motion--phase-behavior,Method,capillarity-assisted-particle-assembly,1,0.707,0.0,2.707
Phenomenon,collective-motion--phase-behavior,Method,dissipative-particle-dynamics-dpd,1,0.707,0.0,2.707
Phenomenon,clustering--aggregation--phase-separation,Method,dissipative-particle-dynamics-dpd,1,0.707,0.0,2.707
Phenomenon,clustering--aggregation--phase-separation,Method,evaporation-driven-assembly,1,0.707,0.0,2.707
Phenomenon,clustering--aggregation--phase-separation,Method,capillarity-assisted-particle-assembly,1,0.707,0.0,2.707
Phenomenon,magnetoreception,Method,quantum-simulation,1,0.707,0.0,2.707
Method,capillarity-assisted-particle-assembly,Application,drug-delivery,1,0.707,0.0,2.707
Theory,physical-intelligence-pi,Phenomenon,velocity-fields,1,0.707,0.0,2.707
Theory,magnetic-field-theory,Phenomenon,autonomous-self-propulsion,1,0.707,0.0,2.707
Mechanism,magnetic-transduction,Method,colloidal-synthesis-assembly,1,0.7,0.0,2.7
Theory,thermodynamics-of-information,Phenomenon,self-assembly-and-pattern-formation,1,0.696,0.0,2.696
Theory,thermodynamics-of-information,Phenomenon,statistical-inference-computations,1,0.696,0.0,2.696
Phenomenon,self-amputation,Method,mechanical-testing,1,0.696,0.0,2.696
Phenomenon,self-amputation,Method,external-field-control,1,0.696,0.0,2.696
Theory,thermodynamics-of-information,Material,chemical-fuel,1,0.696,0.0,2.696
Theory,statistical-mechanics--stochastic-thermodynamics,Phenomenon,acoustic-response,1,0.696,0.0,2.696
Mechanism,physical-embodied-computation,Application,bioelectronics,1,0.696,0.0,2.696
Mechanism,equilibrium-self-assembly,Method,bcp-phase-separation,1,0.696,0.0,2.696
Theory,statistical-mechanics--stochastic-thermodynamics,Material,wave-propagation-media,1,0.696,0.0,2.696
Theory,statistical-mechanics--stochastic-thermodynamics,Material,aqueous-electrolytes,1,0.696,0.0,2.696
Mechanism,resistance-switching-memristance,Application,flexible-electronics,1,0.696,0.0,2.696
Mechanism,driven-by-thermodynamic-statistical-principles,Material,molecular-force-fields,1,0.696,0.0,2.696
Method,electrical-measurements,Application,flexible-electronics,1,0.696,0.0,2.696
Theory,statistical-mechanics--stochastic-thermodynamics,Material,chemical-fuel,1,0.696,0.0,2.696
Phenomenon,classification--regression-performance,Material,conductive-filler-composites,1,0.696,0.0,2.696
